id,clase_construcion,clase_zonificacion,proximidad_calle,area_propiedad,acceso_carretera,acceso_callejon,forma_propiedad,nivelado_propiedad,tipo_servicios,tipo_solar,nivelado_solar,vecindarion,proximidad_ferrocarril,proximidad_ferrocarril2,tipo_propiedad,estilo_propiedad,calidad_material,condicion_general,anio_construcion,anio_remodelacion,tipo_techo,material_techo,cubierta_exterior,revestimiento_exterior,tipo_chapa,area_revestimiento,calidad_exterior,condicion_exterior,tipo_cimiento,calidad_sotano,condicion_sotano,exposicion_sotano,tipo_sotano1,area_asotano1,tipo_sotano2,area_sotano2,area_nosotano,area_sotano,tipo_calefacion,calidad_calefacion,tipo_aireAcond,tipo_electricidad,area_piso1,area_piso2,area_bajacalidad,area_habitableUp,n_baniosSotano,n_mitadBanioSotano,n_banios,n_medioBanio,BedroomAbvGr,KitchenAbvGr,calidad_cocina,n_habitacionesNoBanios,calificacion_domestica,n_chimeneas,calidad_chimeneas,tipo_garage,anio_garage,acabado_garage,area_garageCoches,area_garage,calidad_garage,condicion_garage,tipo_entrada,area_madera,area_porcheAbierto,area_porcheCerrado,area_tresEstaPorche,area_pantalla_porche,area_pisicina,calidad_piscina,calidad_cerca,caracteristicas_noCubiertas,valor_miscelanea,mes_vendido,anio_vendido,tipo_venta,condicion_venta,precio
2619,NEWERSTYLES,LD,90.0,11727,P,,0,LVL,ALLPUB,CORNER,0,NAmes,NORNAM,NORMAL,SD,OS,7,6,1969,1969,G,SS,HB,HDBOARD,BF,434.0,TA,3,CB,3.0,3.0,2.0,1.0,0.0,1.0,0.0,1851.0,1851.0,GASA,3,1,SBRKR,1851,0,0,1851,0.0,0.0,2,0,3,1,TA,8,TYP,1,TA,ATTCH,1969.0,FIN,2.0,506.0,TA,TA,Y,0,146,0,0,0,0,,,,0,3,2006,WD,NORMAL,183035.606761141
2620,NEWER,LD,60.0,8238,P,,1,LVL,ALLPUB,INSIDE,0,Gilbert,NORNAM,NORMAL,SD,TS,6,5,1997,1998,G,SS,VS,VINYLSD,N,0.0,TA,2,PC,3.0,3.0,1.0,6.0,700.0,1.0,0.0,113.0,813.0,GASA,4,1,SBRKR,813,712,0,1525,1.0,0.0,2,1,3,1,TA,6,TYP,1,TA,ATTCH,1997.0,FIN,2.0,400.0,TA,TA,Y,421,72,0,0,0,0,,,,0,5,2006,WD,NORMAL,178378.906069427
2621,NEWER,LD,,13041,P,,2,LVL,ALLPUB,INSIDE,0,Gilbert,NORNAM,NORMAL,SD,TS,6,5,1995,1995,G,SS,HB,HDBOARD,N,0.0,TA,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,781.0,781.0,GASA,3,1,SBRKR,781,890,0,1671,0.0,0.0,2,1,3,1,TA,7,TYP,1,TA,ATTCH,1995.0,FIN,2.0,423.0,TA,TA,Y,0,84,0,0,0,0,,,,0,2,2006,WD,NORMAL,184516.716597846
2622,NEWER,LD,54.0,9783,P,,1,LVL,ALLPUB,INSIDE,0,Gilbert,NORNAM,NORMAL,SD,TS,6,5,1996,1996,G,SS,HB,HDBOARD,N,0.0,TA,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,821.0,821.0,GASA,3,1,SBRKR,821,955,0,1776,0.0,0.0,2,1,3,1,TA,7,TYP,1,TA,BUIN,1996.0,FIN,2.0,443.0,TA,TA,Y,286,116,0,0,0,0,,,,0,5,2006,WD,NORMAL,181419.52531829997
2623,NEWER,LD,50.0,13128,P,,1,HLS,ALLPUB,CULDSAC,0,Gilbert,NORNAM,NORMAL,SD,TS,8,5,2005,2005,G,SS,VS,VINYLSD,BF,216.0,GD,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1074.0,1074.0,GASA,4,1,SBRKR,1074,990,0,2064,0.0,0.0,2,1,4,1,GD,7,TYP,1,GD,ATTCH,2005.0,FIN,2.0,527.0,TA,TA,Y,0,119,0,0,0,0,,,,0,1,2006,WD,NORMAL,196858.923438425
2624,NEWER,LD,42.0,13751,P,,1,HLS,ALLPUB,CULDSAC,0,Gilbert,NORNAM,NORMAL,SD,TS,7,5,2005,2006,G,SS,VS,VINYLSD,BF,248.0,GD,2,PC,4.0,3.0,3.0,6.0,60.0,1.0,0.0,1640.0,1700.0,GASA,4,1,SBRKR,1700,512,0,2212,1.0,0.0,2,1,3,1,GD,9,TYP,1,GD,ATTCH,2006.0,FIN,3.0,773.0,TA,TA,Y,237,38,0,0,115,0,,,,0,5,2006,NEW,PARTIAL,189228.701486278
2625,PUDNEWER,LD,68.0,13108,P,,1,LVL,ALLPUB,INSIDE,0,StoneBr,NORNAM,NORMAL,SD,TS,8,5,1994,1994,G,SS,CB,CEMNTBD,N,0.0,GD,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,2062.0,2062.0,GASA,4,1,SBRKR,2079,608,0,2687,0.0,0.0,2,1,4,1,GD,9,TYP,0,,ATTCH,1994.0,FIN,2.0,618.0,TA,TA,Y,168,12,0,0,0,0,,,,0,12,2006,WD,NORMAL,208973.380761028
2626,NEWERSTYLES,LD,,8076,P,,1,LVL,ALLPUB,INSIDE,0,Gilbert,NORNAM,NORMAL,SD,OS,6,6,1993,1994,G,SS,HB,HDBOARD,BF,112.0,TA,2,PC,4.0,3.0,1.0,6.0,705.0,1.0,0.0,455.0,1160.0,GASA,3,1,SBRKR,1169,0,0,1169,0.0,1.0,2,0,3,1,TA,6,TYP,1,TA,ATTCH,1993.0,FIN,2.0,402.0,TA,TA,Y,0,26,0,0,144,0,,MNPRV,,0,7,2006,WD,NORMAL,180269.86896412
2627,PUD,LD,30.0,3701,P,,1,LVL,ALLPUB,INSIDE,0,StoneBr,NORNAM,NORMAL,TEU,OS,8,5,1987,1987,G,SS,HB,HDBOARD,N,0.0,TA,2,CB,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1191.0,1191.0,GASA,2,1,SBRKR,1204,0,0,1204,0.0,0.0,2,0,2,1,TA,5,TYP,0,,ATTCH,1987.0,RFN,2.0,461.0,TA,TA,Y,120,70,0,0,0,0,,,,0,8,2006,WD,NORMAL,159488.713683953
2628,NEWER,LD,59.0,16023,P,,1,HLS,ALLPUB,CULDSAC,0,StoneBr,NORNAM,NORMAL,SD,TS,9,5,2005,2006,H,SS,VS,VINYLSD,BF,600.0,GD,4,PC,5.0,3.0,4.0,6.0,1218.0,1.0,0.0,180.0,1398.0,GASA,4,1,SBRKR,1414,1384,0,2798,1.0,0.0,3,1,3,1,EX,11,TYP,1,GD,BUIN,2005.0,FIN,3.0,670.0,TA,TA,Y,182,37,0,0,0,0,,,,0,3,2006,NEW,PARTIAL,191490.299507521
2629,NEWER,LD,60.0,18062,P,,1,HLS,ALLPUB,CULDSAC,0,StoneBr,NORNAM,NORMAL,SD,TS,10,5,2006,2006,H,SS,CB,CEMNTBD,BF,662.0,EX,2,PC,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1528.0,1528.0,GASA,4,1,SBRKR,1528,1862,0,3390,0.0,0.0,3,1,5,1,EX,10,TYP,1,EX,BUIN,2006.0,FIN,3.0,758.0,TA,TA,Y,204,34,0,0,0,0,,,,0,9,2006,NEW,PARTIAL,228684.245137946
2630,NEWER,LD,63.0,12292,P,,1,HLS,ALLPUB,CULDSAC,0,StoneBr,NORNAM,NORMAL,SD,TS,9,5,2006,2006,H,SS,VS,VINYLSD,BF,184.0,GD,2,PC,5.0,4.0,4.0,6.0,205.0,1.0,0.0,889.0,1094.0,GASA,4,1,SBRKR,1102,1371,0,2473,0.0,0.0,2,1,4,1,GD,11,TYP,1,GD,BUIN,2006.0,FIN,3.0,675.0,TA,TA,Y,246,39,0,0,0,0,,,,0,7,2006,NEW,PARTIAL,201842.998700429
2631,NEWER,LD,82.0,16052,P,,1,LVL,ALLPUB,CULDSAC,0,StoneBr,NORNAM,NORMAL,SD,TS,10,5,2006,2006,H,SS,VS,VINYLSD,S,734.0,EX,2,PC,5.0,3.0,1.0,6.0,1206.0,1.0,0.0,644.0,1850.0,GASA,4,1,SBRKR,1850,848,0,2698,1.0,0.0,2,1,4,1,EX,11,TYP,1,GD,ATTCH,2006.0,RFN,3.0,736.0,TA,TA,Y,250,0,0,0,0,0,,,,0,7,2006,NEW,PARTIAL,209242.82289186
2632,NEWER,LD,92.0,15922,P,,1,HLS,ALLPUB,CORNER,0,StoneBr,NORNAM,NORMAL,SD,TS,9,5,2005,2006,H,SS,VS,VINYLSD,BF,550.0,GD,2,PC,5.0,3.0,3.0,1.0,0.0,1.0,0.0,1390.0,1390.0,GASA,4,1,SBRKR,1390,1405,0,2795,0.0,0.0,3,1,4,1,EX,10,TYP,1,GD,BUIN,2005.0,FIN,3.0,660.0,TA,TA,Y,272,102,0,0,0,0,,,,0,1,2006,NEW,PARTIAL,202357.62258493
2633,PUD,LD,60.0,8147,P,,0,HLS,ALLPUB,INSIDE,0,StoneBr,NORNAM,NORMAL,TEU,OS,9,5,2005,2005,H,SS,MS,METALSD,BF,230.0,GD,2,PC,5.0,3.0,4.0,6.0,1191.0,1.0,0.0,523.0,1714.0,GASA,4,1,SBRKR,1714,0,0,1714,1.0,0.0,2,0,2,1,GD,7,TYP,1,GD,ATTCH,2005.0,FIN,2.0,517.0,TA,TA,Y,156,55,0,0,0,0,,,,0,8,2006,WD,NORMAL,168238.61218265
2634,NEWERSTYLES,LD,90.0,18261,P,,1,HLS,ALLPUB,INSIDE,0,StoneBr,NORNAM,NORMAL,SD,OS,9,5,2005,2005,H,SS,VS,VINYLSD,BF,420.0,EX,2,PC,5.0,3.0,4.0,6.0,1416.0,1.0,0.0,494.0,1910.0,GASA,4,1,SBRKR,2000,0,0,2000,1.0,0.0,2,1,3,1,EX,8,TYP,2,GD,ATTCH,2005.0,UNF,3.0,722.0,TA,TA,Y,351,102,0,0,123,0,,,,0,9,2006,WD,NORMAL,202524.12465369
2635,FOYER,LD,,10464,P,,1,LVL,ALLPUB,FRR,0,NWAmes,NORNAM,NORMAL,SD,SF,6,6,1980,1980,G,SS,HB,HDBOARD,BF,130.0,TA,2,CB,4.0,3.0,3.0,6.0,850.0,1.0,0.0,138.0,988.0,GASA,2,1,SBRKR,1102,0,0,1102,1.0,0.0,1,0,2,1,TA,5,TYP,1,TA,ATTCH,1980.0,RFN,2.0,582.0,TA,TA,Y,140,22,0,0,0,0,,,,0,6,2006,WD,NORMAL,170588.771929588
2636,NEWER,LD,81.0,10530,P,,0,LVL,ALLPUB,INSIDE,0,NWAmes,POSA,NORMAL,SD,TS,7,5,1978,1978,G,SS,PW,PLYWOOD,BF,68.0,TA,2,CB,3.0,3.0,1.0,1.0,0.0,1.0,0.0,945.0,945.0,GASA,2,1,SBRKR,945,912,0,1857,0.0,0.0,2,1,4,1,TA,8,TYP,1,TA,ATTCH,1978.0,RFN,2.0,482.0,TA,TA,Y,400,105,0,0,0,0,,GDPRV,,0,7,2006,WD,NORMAL,198375.31512987
2637,FOYER,LD,,9927,P,,1,LVL,ALLPUB,INSIDE,0,NWAmes,NORNAM,NORMAL,SD,SF,7,5,1976,1976,G,SS,VS,WDSHING,S,252.0,GD,2,CB,5.0,3.0,4.0,6.0,1005.0,1.0,0.0,42.0,1047.0,GASA,2,1,SBRKR,1083,0,0,1083,1.0,0.0,1,0,2,1,TA,5,TYP,1,FA,ATTCH,1976.0,RFN,2.0,596.0,TA,TA,Y,444,0,40,0,0,0,,,,0,7,2006,WD,NORMAL,170636.827889889
2638,NEWER,VR,75.0,9512,P,,1,LVL,ALLPUB,INSIDE,0,Somerst,RRAN,NORMAL,SD,TS,7,5,2005,2006,G,SS,VS,VINYLSD,N,0.0,GD,2,PC,4.0,3.0,1.0,5.0,788.0,1.0,0.0,172.0,960.0,GASA,4,1,SBRKR,960,1358,0,2318,1.0,0.0,2,1,3,1,GD,8,TYP,1,EX,BUIN,2005.0,FIN,2.0,541.0,TA,TA,Y,0,246,0,0,0,0,,,,0,6,2006,NEW,PARTIAL,181991.079479377
2639,MULTILEVEL,LD,81.0,10530,P,,0,LVL,ALLPUB,INSIDE,0,NWAmes,NORNAM,NORMAL,SD,SL,6,6,1975,2000,G,SS,PW,PLYWOOD,BF,248.0,TA,2,CB,3.0,2.0,1.0,5.0,548.0,1.0,0.0,127.0,675.0,GASA,2,1,SBRKR,1109,766,0,1875,0.0,0.0,3,0,3,1,GD,8,TYP,1,TA,ATTCH,1975.0,RFN,2.0,485.0,TA,TA,Y,48,28,0,0,0,0,,,,0,6,2006,WD,NORMAL,183994.54251844
2640,NEWERSTYLES,LD,80.0,10000,P,,0,LVL,ALLPUB,INSIDE,0,NWAmes,NORNAM,NORMAL,SD,OS,6,6,1974,1974,G,SS,HB,PLYWOOD,BF,176.0,TA,2,CB,3.0,3.0,1.0,5.0,755.0,1.0,0.0,348.0,1103.0,GASA,2,1,SBRKR,1103,0,0,1103,0.0,0.0,2,0,3,1,TA,6,TYP,0,,ATTCH,1974.0,UNF,2.0,462.0,TA,TA,Y,295,84,0,0,0,0,,GDWO,,0,6,2006,WD,NORMAL,182951.48219358397
2641,NEWERSTYLES,LD,60.0,7200,P,,0,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,4,4,1971,1971,G,SS,HB,HDBOARD,N,0.0,TA,2,CB,3.0,3.0,1.0,3.0,20.0,2.0,620.0,224.0,864.0,GASA,2,1,SBRKR,874,0,0,874,0.0,1.0,1,0,3,1,TA,5,TYP,0,,DETCH,1995.0,UNF,2.0,576.0,TA,TA,Y,63,0,0,0,0,0,,,,0,3,2006,WD,NORMAL,174126.29715619198
2642,PUD,HD,26.0,8773,P,,2,LVL,ALLPUB,FR,0,NAmes,NORNAM,NORMAL,TEU,OS,6,5,2002,2002,G,SS,MS,METALSD,N,0.0,GD,2,PC,4.0,3.0,1.0,6.0,951.0,1.0,0.0,536.0,1487.0,GASA,4,1,SBRKR,1419,0,0,1419,1.0,0.0,2,0,2,1,GD,4,TYP,0,,ATTCH,2002.0,FIN,2.0,543.0,TA,TA,Y,196,68,0,0,0,0,,,,0,9,2006,WD,NORMAL,170575.496742588
2643,PUDNEWER,MD,24.0,2760,P,,0,LVL,ALLPUB,INSIDE,0,BrDale,NORNAM,NORMAL,TEU,TS,6,5,1973,1973,G,SS,HB,HDBOARD,BF,514.0,TA,2,CB,3.0,3.0,1.0,1.0,0.0,1.0,0.0,525.0,525.0,GASA,2,1,SBRKR,525,567,0,1092,0.0,0.0,1,1,3,1,TA,6,TYP,0,,DETCH,1973.0,UNF,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,12,2006,WD,NORMAL,175332.239869971
2644,PUDNEWER,MD,24.0,2160,P,,0,LVL,ALLPUB,INSIDE,0,BrDale,NORNAM,NORMAL,TEU,TS,5,6,1973,1973,G,SS,HB,HDBOARD,BF,200.0,TA,2,CB,3.0,3.0,1.0,2.0,402.0,1.0,0.0,363.0,765.0,GASA,3,1,SBRKR,765,600,0,1365,0.0,0.0,1,1,3,1,GD,7,MIN,1,FA,ATTCH,1973.0,UNF,2.0,440.0,TA,TA,Y,0,36,0,0,0,0,,,,0,6,2006,WD,NORMAL,167522.061539111
2645,PUDNEWER,MD,21.0,1890,P,,0,LVL,ALLPUB,INSIDE,0,BrDale,NORNAM,NORMAL,TIU,TS,6,7,1972,1972,G,SS,HB,HDBOARD,BF,380.0,TA,2,CB,3.0,3.0,1.0,5.0,282.0,1.0,0.0,212.0,494.0,GASA,4,1,SBRKR,494,536,0,1030,0.0,0.0,1,1,3,1,TA,6,TYP,0,,DETCH,1973.0,UNF,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,NORMAL,168095.583738538
2646,PUDNEWER,MD,21.0,1680,P,,0,LVL,ALLPUB,INSIDE,0,BrDale,NORNAM,NORMAL,TIU,TS,6,5,1972,1972,G,SS,HB,HDBOARD,BF,504.0,TA,2,CB,3.0,3.0,1.0,5.0,276.0,1.0,0.0,207.0,483.0,GASA,2,1,SBRKR,483,465,0,948,0.0,0.0,1,1,2,1,TA,5,TYP,0,,DETCH,1972.0,UNF,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,NORMAL,154406.41562746098
2647,PUDNEWER,MD,21.0,1680,P,,0,LVL,ALLPUB,INSIDE,0,BrDale,NORNAM,NORMAL,TIU,TS,6,5,1972,1972,G,SS,HB,HDBOARD,BF,504.0,TA,2,CB,3.0,3.0,1.0,4.0,382.0,1.0,0.0,143.0,525.0,GASA,3,1,SBRKR,525,567,0,1092,0.0,0.0,1,1,3,1,TA,6,TYP,0,,DETCH,1972.0,UNF,1.0,264.0,TA,TA,Y,352,0,0,0,0,0,,GDPRV,,0,10,2006,WD,NORMAL,170996.973346087
2648,PUD,LD,53.0,4043,P,,0,LVL,ALLPUB,INSIDE,0,NPkVill,NORNAM,NORMAL,TEU,OS,6,5,1975,1975,G,SS,PW,PLYWOOD,N,0.0,TA,2,CB,4.0,3.0,1.0,5.0,727.0,4.0,156.0,186.0,1069.0,GASA,3,1,SBRKR,1069,0,0,1069,0.0,1.0,2,0,2,1,TA,4,TYP,1,PO,ATTCH,1975.0,RFN,2.0,440.0,TA,TA,Y,0,55,0,0,225,0,,,,0,7,2006,WD,NORMAL,159056.890245639
2649,NEWERSTYLES,LD,65.0,7514,P,,0,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,5,7,1967,1975,H,SS,MS,METALSD,N,0.0,TA,2,CB,3.0,3.0,2.0,5.0,373.0,3.0,108.0,462.0,943.0,GASA,2,1,SBRKR,1387,0,0,1387,1.0,0.0,1,0,3,1,TA,6,TYP,1,TA,ATTCH,1974.0,RFN,1.0,300.0,TA,TA,Y,0,0,240,0,0,0,,,,0,9,2006,WD,NORMAL,181373.61651929998
2650,PUD,LD,24.0,2280,P,,0,LVL,ALLPUB,FR,0,NPkVill,NORNAM,NORMAL,TIU,OS,7,7,1976,1976,G,SS,PW,Brk Cmn,N,0.0,TA,2,CB,3.0,3.0,1.0,5.0,120.0,4.0,492.0,443.0,1055.0,GASA,2,1,SBRKR,1055,0,0,1055,1.0,0.0,2,0,2,1,TA,4,TYP,0,,ATTCH,1976.0,UNF,1.0,319.0,TA,TA,Y,0,29,0,0,0,0,,,,0,4,2006,WD,NORMAL,152272.560975937
2651,PUDNEWER,LD,24.0,2179,P,,0,LVL,ALLPUB,INSIDE,0,NPkVill,NORNAM,NORMAL,TIU,TS,6,5,1976,1976,G,SS,PW,Brk Cmn,N,0.0,TA,2,CB,4.0,3.0,1.0,5.0,70.0,1.0,0.0,785.0,855.0,GASA,3,1,SBRKR,855,601,0,1456,0.0,0.0,2,1,3,1,TA,6,TYP,1,TA,ATTCH,1976.0,RFN,2.0,460.0,TA,TA,Y,0,28,0,0,0,0,,,,0,7,2006,WD,NORMAL,168664.346821336
2652,NEWER,LD,72.0,16387,P,,1,LVL,ALLPUB,INSIDE,0,NridgHt,NORNAM,NORMAL,SD,TS,9,5,2006,2006,H,SS,VS,VINYLSD,S,215.0,GD,2,PC,5.0,4.0,1.0,6.0,1369.0,1.0,0.0,369.0,1738.0,GASA,3,1,SBRKR,1738,851,0,2589,1.0,0.0,2,1,4,1,EX,11,TYP,1,GD,ATTCH,2006.0,RFN,3.0,831.0,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2006,NEW,PARTIAL,211007.008292301
2653,NEWERSTYLES,LD,110.0,16163,P,,0,LVL,ALLPUB,CORNER,0,NridgHt,NORNAM,NORMAL,SD,OS,8,5,2004,2004,G,SS,VS,VINYLSD,BF,232.0,GD,2,PC,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1618.0,1618.0,GASA,4,1,SBRKR,1618,0,0,1618,0.0,0.0,2,0,2,1,GD,6,TYP,1,GD,ATTCH,2004.0,FIN,3.0,880.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,NORMAL,182909.515032911
2654,NEWERSTYLES,LD,108.0,12228,P,,0,LVL,ALLPUB,CORNER,0,NridgHt,NORNAM,NORMAL,SD,OS,7,5,2006,2006,H,SS,VS,VINYLSD,S,206.0,GD,2,PC,5.0,4.0,1.0,1.0,0.0,1.0,0.0,1721.0,1721.0,GASA,4,1,SBRKR,1740,0,0,1740,0.0,0.0,2,0,4,1,GD,8,TYP,0,,ATTCH,2006.0,RFN,3.0,874.0,TA,TA,Y,0,43,0,0,0,0,,,,0,9,2006,NEW,PARTIAL,203926.829353303
2655,NEWERSTYLES,LD,120.0,14780,P,,1,HLS,ALLPUB,CORNER,1,NridgHt,NORNAM,NORMAL,SD,OS,9,5,2005,2005,H,SS,VS,VINYLSD,BF,568.0,EX,2,PC,5.0,3.0,4.0,6.0,1505.0,1.0,0.0,363.0,1868.0,GASA,4,1,SBRKR,1868,0,0,1868,1.0,0.0,2,0,2,1,EX,7,TYP,1,GD,ATTCH,2005.0,FIN,3.0,1085.0,TA,TA,Y,354,56,0,0,156,0,,,,0,6,2006,WD,NORMAL,179082.82544294398
2656,NEWER,LD,120.0,13975,P,,1,LVL,ALLPUB,CORNER,0,NridgHt,NORNAM,NORMAL,SD,TS,9,5,2005,2006,H,SS,VS,VINYLSD,BF,525.0,GD,2,PC,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1090.0,1090.0,GASA,4,1,SBRKR,1117,1089,0,2206,0.0,0.0,2,1,4,1,EX,10,TYP,1,GD,BUIN,2005.0,FIN,3.0,670.0,TA,TA,Y,148,95,0,0,0,0,,,,0,8,2006,NEW,PARTIAL,206260.099795032
2657,NEWER,LD,82.0,9942,P,,1,LVL,ALLPUB,INSIDE,0,NridgHt,NORNAM,NORMAL,SD,TS,9,5,2005,2006,G,SS,MS,METALSD,BF,385.0,EX,2,PC,5.0,4.0,3.0,6.0,1290.0,1.0,0.0,316.0,1606.0,GASA,4,1,SBRKR,1625,466,0,2091,1.0,0.0,2,1,3,1,EX,8,TYP,1,GD,ATTCH,2005.0,RFN,2.0,521.0,TA,TA,Y,194,84,0,0,0,0,,,,0,5,2006,NEW,PARTIAL,181732.443415757
2658,NEWER,LD,103.0,12867,P,,1,LVL,ALLPUB,CORNER,0,NridgHt,NORNAM,NORMAL,SD,TS,8,5,2005,2006,G,SS,CB,CEMNTBD,,,GD,2,PC,5.0,3.0,3.0,1.0,0.0,1.0,0.0,1209.0,1209.0,GASA,4,1,SBRKR,1209,1044,0,2253,0.0,0.0,2,1,3,1,EX,8,TYP,1,GD,ATTCH,2005.0,FIN,2.0,575.0,TA,TA,Y,243,142,0,0,0,0,,,,0,7,2006,NEW,PARTIAL,189698.74069314802
2659,NEWER,LD,82.0,10672,P,,1,LVL,ALLPUB,INSIDE,0,NridgHt,NORNAM,NORMAL,SD,TS,8,5,2006,2006,G,SS,VS,VINYLSD,N,0.0,GD,2,PC,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1054.0,1054.0,GASA,3,1,SBRKR,1054,1335,0,2389,0.0,0.0,2,1,4,1,GD,10,TYP,1,GD,BUIN,2006.0,FIN,3.0,672.0,TA,TA,Y,176,64,0,0,0,0,,,,0,11,2006,NEW,PARTIAL,203074.34678979
2660,NEWER,LD,82.0,11643,P,,1,LVL,ALLPUB,INSIDE,0,NridgHt,NORNAM,NORMAL,SD,TS,8,5,2005,2006,H,SS,MS,METALSD,BF,142.0,GD,2,PC,5.0,3.0,3.0,6.0,880.0,1.0,0.0,644.0,1524.0,GASA,4,1,SBRKR,1544,814,0,2358,1.0,0.0,2,1,4,1,EX,10,TYP,1,GD,BUIN,2005.0,FIN,3.0,784.0,TA,TA,Y,120,34,0,0,0,0,,,,0,8,2006,NEW,PARTIAL,201670.63436566602
2661,NEWERSTYLES,LD,121.0,13758,P,,1,LVL,ALLPUB,INSIDE,0,NridgHt,NORNAM,NORMAL,SD,OS,9,5,2005,2006,G,SS,VS,VINYLSD,BF,430.0,EX,2,PC,5.0,3.0,4.0,6.0,1232.0,1.0,0.0,560.0,1792.0,GASA,4,1,SBRKR,1792,0,0,1792,1.0,0.0,2,0,2,1,GD,6,TYP,1,GD,ATTCH,2005.0,RFN,3.0,925.0,TA,TA,Y,204,49,0,0,0,0,,,,0,3,2006,NEW,PARTIAL,173756.812589691
2662,NEWERSTYLES,LD,131.0,14828,P,,1,LVL,ALLPUB,CORNER,0,NridgHt,NORNAM,NORMAL,SD,OS,9,5,2004,2005,H,SS,MS,METALSD,BF,674.0,EX,2,PC,5.0,3.0,4.0,6.0,1383.0,1.0,0.0,397.0,1780.0,GASA,4,1,SBRKR,1780,0,0,1780,1.0,0.0,2,0,2,1,EX,7,TYP,1,GD,ATTCH,2004.0,FIN,3.0,816.0,TA,TA,Y,144,68,0,0,0,0,,,,0,8,2006,WD,NORMAL,181387.076390881
2663,NEWER,LD,,13215,P,,1,LVL,ALLPUB,CORNER,0,NridgHt,NORNAM,NORMAL,SD,TS,8,5,2004,2004,G,SS,VS,VINYLSD,BF,112.0,GD,2,PC,4.0,3.0,1.0,6.0,994.0,1.0,0.0,426.0,1420.0,GASA,4,1,SBRKR,1426,488,0,1914,1.0,0.0,2,1,3,1,GD,9,TYP,1,TA,BUIN,2004.0,RFN,3.0,746.0,TA,TA,Y,168,127,0,0,0,0,,,,0,2,2006,WD,NORMAL,184859.155270535
2664,PUD,LD,48.0,5911,P,,0,LVL,ALLPUB,INSIDE,0,NridgHt,NORNAM,NORMAL,TEU,OS,9,5,2005,2005,H,SS,MS,METALSD,BF,278.0,EX,2,PC,5.0,3.0,1.0,6.0,472.0,1.0,0.0,1088.0,1560.0,GASA,4,1,SBRKR,1565,0,0,1565,1.0,0.0,2,0,2,1,EX,6,TYP,1,GD,ATTCH,2005.0,RFN,2.0,556.0,TA,TA,Y,196,56,0,0,0,0,,,,0,3,2006,WD,NORMAL,158313.61566677698
2665,NEWERSTYLES,LD,61.0,7740,P,,0,LVL,ALLPUB,INSIDE,0,NridgHt,NORNAM,NORMAL,TEU,OS,9,5,2006,2006,H,SS,MS,METALSD,BF,518.0,GD,2,PC,5.0,4.0,1.0,6.0,1023.0,1.0,0.0,663.0,1686.0,GASA,4,1,SBRKR,1686,0,0,1686,1.0,0.0,2,0,1,1,EX,6,TYP,1,GD,ATTCH,2006.0,FIN,3.0,899.0,TA,TA,Y,266,100,0,0,0,0,,,,0,6,2006,NEW,PARTIAL,151951.955409666
2666,PUD,LD,48.0,6373,P,,0,LVL,ALLPUB,INSIDE,0,NridgHt,NORNAM,NORMAL,TEU,OS,9,5,2006,2006,H,SS,MS,METALSD,BF,572.0,EX,2,PC,5.0,4.0,1.0,6.0,415.0,1.0,0.0,1251.0,1666.0,GASA,4,1,SBRKR,1666,0,0,1666,1.0,0.0,2,0,2,1,GD,6,TYP,1,GD,ATTCH,2006.0,RFN,2.0,575.0,TA,TA,Y,228,75,0,0,0,0,,,,0,6,2006,NEW,PARTIAL,162537.52704471
2667,NEWER,LD,65.0,10237,P,,0,LVL,ALLPUB,INSIDE,0,Gilbert,RRAN,NORMAL,SD,TS,6,5,2005,2006,G,SS,VS,VINYLSD,N,0.0,GD,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,728.0,728.0,GASA,4,1,SBRKR,728,728,0,1456,0.0,0.0,2,1,3,1,GD,8,TYP,1,GD,ATTCH,2005.0,FIN,2.0,390.0,TA,TA,Y,0,24,0,0,0,0,,,,0,2,2006,NEW,PARTIAL,178998.33706785398
